amount,amountInHomeCurrency,category,conversionRate,country,countryCode,datePaid,homeCurrency,localCurrency,notes,paidBy,paidFor,kristianallin,egal,susannaallin04,paymentMethod,photo,place,latitude,longitude,type,numberOfDays,excludeFromAvg,addToBudget,categoryId,categoryIcon,categoryColor,paymentMethodId,paymentMethodIcon,paymentMethodColor,paidById,paidToId,splitObjects
"73.00"," 29.86","Drinks","2.445","Peru","PE","2026-02-26","CAD","PEN","IZI* Inka Tower","kristianallin","kristianallin,egal,susannaallin04"," 9.95"," 9.95"," 9.96","Credit Card","","","","","Expense","1","false","false","local_bar-false-0c96179df5834759b90ee5cb3834a365","local_bar","#673AB7","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':24330,'shareInHomeCurrency':9950,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':24330,'shareInHomeCurrency':9950,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':24340,'shareInHomeCurrency':9960,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"179.00"," 73.22","Restaurants","2.445","Peru","PE","2026-02-26","CAD","PEN","IZI* Sabor Magico","kristianallin","kristianallin,egal,susannaallin04"," 24.41"," 24.41"," 24.40","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':59670,'shareInHomeCurrency':24410,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':59670,'shareInHomeCurrency':24410,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':59660,'shareInHomeCurrency':24400,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"60.00"," 24.54","Transportation","2.445","Peru","PE","2026-02-26","CAD","PEN","Collectivo","kristianallin","kristianallin,egal,susannaallin04"," 8.18"," 8.18"," 8.18","Cash","","","","","Expense","1","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':20000,'shareInHomeCurrency':8180,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':20000,'shareInHomeCurrency':8180,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':20000,'shareInHomeCurrency':8180,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"111.11"," 45.45","Restaurants","2.445","Peru","PE","2026-02-26","CAD","PEN","IZI* Casa Cristobal Cent","kristianallin","kristianallin,egal,susannaallin04"," 15.15"," 15.15"," 15.15","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':37040,'shareInHomeCurrency':15150,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':37040,'shareInHomeCurrency':15150,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':37030,'shareInHomeCurrency':15150,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
" 66.00"," 66.00","Accommodation","1","Peru","PE","2026-02-26","CAD","CAD","Hotel horizonte","kristianallin","kristianallin,egal,susannaallin04"," 22.00"," 22.00"," 22.00","Credit Card","","Cusco, Peru","-13.523","-71.978","Expense","1","false","false","hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c","hotel","#DB4437","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':22000,'shareInHomeCurrency':22000,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':22000,'shareInHomeCurrency':22000,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':22000,'shareInHomeCurrency':22000,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"45.00"," 18.34","Drinks","2.454","Peru","PE","2026-02-25","CAD","PEN","Openpay*koko Cusco Lim","kristianallin","kristianallin,egal,susannaallin04"," 6.11"," 6.11"," 6.12","Credit Card","","","","","Expense","1","false","false","local_bar-false-0c96179df5834759b90ee5cb3834a365","local_bar","#673AB7","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':15000,'shareInHomeCurrency':6110,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':15000,'shareInHomeCurrency':6110,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':15000,'shareInHomeCurrency':6120,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"134.00"," 54.61","Restaurants","2.454","Peru","PE","2026-02-25","CAD","PEN","Openpay*koko Cusco Lim","kristianallin","kristianallin,egal,susannaallin04"," 18.20"," 18.20"," 18.21","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':44670,'shareInHomeCurrency':18200,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':44670,'shareInHomeCurrency':18200,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':44660,'shareInHomeCurrency':18210,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"10.00"," 4.08","Transportation","2.454","Peru","PE","2026-02-25","CAD","PEN","Uber","kristianallin","kristianallin,egal,susannaallin04"," 1.36"," 1.36"," 1.36","Credit Card","","","","","Expense","1","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':3330,'shareInHomeCurrency':1360,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':3330,'shareInHomeCurrency':1360,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':3340,'shareInHomeCurrency':1360,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"100.00"," 40.75","Gas","2.454","Peru","PE","2026-02-25","CAD","PEN","IZI* Servicentro Cruz De","kristianallin","kristianallin,egal,susannaallin04"," 13.58"," 13.58"," 13.59","Credit Card","","","","","Expense","1","false","false","ev_station-false-635459702f9817de29e608fa3395637c","ev_station","#6D4C41","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':33330,'shareInHomeCurrency':13580,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':33330,'shareInHomeCurrency':13580,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':33340,'shareInHomeCurrency':13590,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"10.00"," 4.08","Transportation","2.454","Peru","PE","2026-02-25","CAD","PEN","Parking","kristianallin","kristianallin,egal,susannaallin04"," 1.36"," 1.36"," 1.36","Cash","","","","","Expense","1","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':3330,'shareInHomeCurrency':1360,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':3330,'shareInHomeCurrency':1360,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':3340,'shareInHomeCurrency':1360,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"11.40"," 4.66","Groceries","2.449","Peru","PE","2026-02-24","CAD","PEN","Super Ahorro Supermercado","kristianallin","kristianallin,egal,susannaallin04"," 1.55"," 1.55"," 1.56","Credit Card","","","","","Expense","1","false","false","shopping_cart-false-7c3765bf72361083d820071fb21308a9","shopping_cart","#039BE5","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':3800,'shareInHomeCurrency':1550,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':3800,'shareInHomeCurrency':1550,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':3800,'shareInHomeCurrency':1560,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"199.10"," 81.31","Restaurants","2.449","Peru","PE","2026-02-24","CAD","PEN","IZI* Chulls Craft Beer R","kristianallin","kristianallin,egal,susannaallin04"," 27.10"," 27.10"," 27.11","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':66370,'shareInHomeCurrency':27100,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':66370,'shareInHomeCurrency':27100,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':66360,'shareInHomeCurrency':27110,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"90.00"," 36.76","Restaurants","2.449","Peru","PE","2026-02-24","CAD","PEN","Condori Callo Cirila","kristianallin","kristianallin,egal,susannaallin04"," 12.25"," 12.25"," 12.26","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':30000,'shareInHomeCurrency':12250,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':30000,'shareInHomeCurrency':12250,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':30000,'shareInHomeCurrency':12260,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"130.00"," 53.09","Activities","2.449","Peru","PE","2026-02-24","CAD","PEN","Cusco ticket","kristianallin","susannaallin04"," 0.00"," 0.00"," 53.09","Cash","","Cuzco, Peru","-13.511","-71.979","Expense","1","false","false","rowing-false-d78ed35383108fb6c04c16d0a11b20fe","rowing","#E91E63","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':130000,'shareInHomeCurrency':53090,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"80.00"," 32.67","Activities","2.449","Peru","PE","2026-02-24","CAD","PEN","Saqsaywaman tour guide","kristianallin","kristianallin,egal,susannaallin04"," 10.89"," 10.89"," 10.89","Cash","","Cuzco, Peru","-13.511","-71.979","Expense","1","false","false","rowing-false-d78ed35383108fb6c04c16d0a11b20fe","rowing","#E91E63","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':26670,'shareInHomeCurrency':10890,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':26670,'shareInHomeCurrency':10890,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':26660,'shareInHomeCurrency':10890,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"30.00"," 12.25","Transportation","2.449","Peru","PE","2026-02-24","CAD","PEN","Parking","kristianallin","kristianallin"," 12.25"," 0.00"," 0.00","Cash","","","","","Expense","1","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':30000,'shareInHomeCurrency':12250,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'}]"
" 146.00"," 146.00","Accommodation","1","Peru","PE","2026-02-24","CAD","CAD","Airbnb Cusco","kristianallin","kristianallin,egal,susannaallin04"," 48.67"," 48.67"," 48.66","Credit Card","","Cusco, Peru","-13.523","-71.978","Expense","2","false","false","hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c","hotel","#DB4437","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':48670,'shareInHomeCurrency':48670,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':48670,'shareInHomeCurrency':48670,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':48660,'shareInHomeCurrency':48660,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
" 73.00"," 73.00","Accommodation","1","Peru","PE","2026-02-23","CAD","CAD","Airbnb Cusco","kristianallin","kristianallin,egal"," 36.50"," 36.50"," 0.00","Credit Card","","Cusco, Peru","-13.523","-71.978","Expense","1","false","false","hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c","hotel","#DB4437","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':36500,'shareInHomeCurrency':36500,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':36500,'shareInHomeCurrency':36500,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'}]"
"58.10"," 23.77","Groceries","2.444","Peru","PE","2026-02-23","CAD","PEN","Super Ahorro Supermercad","kristianallin","kristianallin,egal"," 11.89"," 11.88"," 0.00","Credit Card","","","","","Expense","1","false","false","shopping_cart-false-7c3765bf72361083d820071fb21308a9","shopping_cart","#039BE5","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':29050,'shareInHomeCurrency':11890,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':29050,'shareInHomeCurrency':11880,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'}]"
"40.00"," 16.37","Restaurants","2.444","Peru","PE","2026-02-23","CAD","PEN","Oakberry","kristianallin","kristianallin,egal"," 8.19"," 8.18"," 0.00","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':20000,'shareInHomeCurrency':8190,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':20000,'shareInHomeCurrency':8180,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'}]"
"260.00"," 106.38","Activities","2.444","Peru","PE","2026-02-23","CAD","PEN","Cusco pass","kristianallin","kristianallin,egal"," 53.19"," 53.19"," 0.00","Cash","","","","","Expense","1","false","false","rowing-false-d78ed35383108fb6c04c16d0a11b20fe","rowing","#E91E63","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':130000,'shareInHomeCurrency':53190,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':130000,'shareInHomeCurrency':53190,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'}]"
"30.00"," 12.25","Restaurants","2.449","Peru","PE","2026-02-22","CAD","PEN","Tip","kristianallin","kristianallin"," 12.25"," 0.00"," 0.00","Cash","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':30000,'shareInHomeCurrency':12250,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'}]"
"194.00"," 79.20","Restaurants","2.449","Peru","PE","2026-02-22","CAD","PEN","Dinner Mountain View Expe","kristianallin","kristianallin"," 79.20"," 0.00"," 0.00","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':194000,'shareInHomeCurrency':79200,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'}]"
"11.20"," 4.57","Groceries","2.449","Peru","PE","2026-02-22","CAD","PEN","2590 Mass Urubamba2 Cus","kristianallin","kristianallin"," 4.57"," 0.00"," 0.00","Credit Card","","","","","Expense","1","false","false","shopping_cart-false-7c3765bf72361083d820071fb21308a9","shopping_cart","#039BE5","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':11200,'shareInHomeCurrency':4570,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'}]"
"50.00"," 20.41","Shopping","2.449","Peru","PE","2026-02-22","CAD","PEN","Chocolate","kristianallin","kristianallin"," 20.41"," 0.00"," 0.00","Credit Card","","","","","Expense","1","false","false","local_mall-false-fed561a86e066be5a26232626c4867a2","local_mall","#0F9D58","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':50000,'shareInHomeCurrency':20410,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'}]"
"127.00"," 51.85","Restaurants","2.449","Peru","PE","2026-02-22","CAD","PEN","Lunch  Mountain View Exper","kristianallin","kristianallin"," 51.85"," 0.00"," 0.00","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':127000,'shareInHomeCurrency':51850,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'}]"
" 77.00"," 105.36","Transportation","0.731","Peru","PE","2026-02-22","CAD","USD","Rental car","kristianallin","kristianallin,egal"," 52.68"," 52.68"," 0.00","Credit Card","","Cuzco, Peru","-13.323","-72.145","Expense","4","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':38500,'shareInHomeCurrency':52680,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':38500,'shareInHomeCurrency':52680,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'}]"
"17.40"," 7.10","Transportation","2.449","Peru","PE","2026-02-22","CAD","PEN","Taxi to airport","kristianallin","kristianallin"," 7.10"," 0.00"," 0.00","Credit Card","","","","","Expense","1","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':17400,'shareInHomeCurrency':7100,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'}]"
" 1.00"," 1.00","Accommodation","1","Peru","PE","2026-02-22","CAD","CAD","Glamping (credit card cash back)","egal","kristianallin,egal"," 0.50"," 0.50"," 0.00","Credit Card","","Cusco, Peru","-13.523","-71.977","Expense","1","false","false","hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c","hotel","#DB4437","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","jAoT6CIQr2Nvpcx7t7d0KhKGmlk2","","[{'share':500,'shareInHomeCurrency':500,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':500,'shareInHomeCurrency':500,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'}]"
"20.00"," 8.17","Groceries","2.449","Peru","PE","2026-02-21","CAD","PEN","Convenience store","kristianallin","kristianallin"," 8.17"," 0.00"," 0.00","Cash","","","","","Expense","1","false","false","shopping_cart-false-7c3765bf72361083d820071fb21308a9","shopping_cart","#039BE5","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':20000,'shareInHomeCurrency':8170,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'}]"
"20.00"," 8.17","Shopping","2.449","Peru","PE","2026-02-21","CAD","PEN","Hats","kristianallin","kristianallin"," 8.17"," 0.00"," 0.00","Cash","","","","","Expense","1","false","false","local_mall-false-fed561a86e066be5a26232626c4867a2","local_mall","#0F9D58","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':20000,'shareInHomeCurrency':8170,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'}]"
"181.50"," 74.10","Restaurants","2.449","Peru","PE","2026-02-21","CAD","PEN","IZI* Chulls Craft Beer R","kristianallin","kristianallin"," 74.10"," 0.00"," 0.00","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':181500,'shareInHomeCurrency':74100,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'}]"
" 2.00"," 2.74","Restaurants","0.731","Peru","PE","2026-02-21","CAD","USD","Croissant Quito Airport","egal","kristianallin,egal"," 1.37"," 1.37"," 0.00","Credit Card","","Cusco, Peru","-13.523","-71.977","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","jAoT6CIQr2Nvpcx7t7d0KhKGmlk2","","[{'share':1000,'shareInHomeCurrency':1370,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':1000,'shareInHomeCurrency':1370,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'}]"
"26.00"," 10.61","Restaurants","2.449","Peru","PE","2026-02-21","CAD","PEN","Airport chicken nuggies","egal","kristianallin,egal"," 5.31"," 5.30"," 0.00","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","jAoT6CIQr2Nvpcx7t7d0KhKGmlk2","","[{'share':13000,'shareInHomeCurrency':5310,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':13000,'shareInHomeCurrency':5300,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'}]"
"18.50"," 7.55","Transportation","2.449","Peru","PE","2026-02-21","CAD","PEN","Uber to hotel","egal","kristianallin,egal"," 3.78"," 3.77"," 0.00","Credit Card","","Cusco, Peru","-13.523","-71.977","Expense","1","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","jAoT6CIQr2Nvpcx7t7d0KhKGmlk2","","[{'share':9250,'shareInHomeCurrency':3780,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':9250,'shareInHomeCurrency':3770,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'}]"
"189.84"," 77.51","Accommodation","2.449","Peru","PE","2026-02-21","CAD","PEN","Cusco night one","egal","kristianallin,egal"," 38.76"," 38.75"," 0.00","Credit Card","","Miguel Hidalgo, Mexico","19.405","-99.178","Expense","1","false","false","hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c","hotel","#DB4437","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","jAoT6CIQr2Nvpcx7t7d0KhKGmlk2","","[{'share':94920,'shareInHomeCurrency':38760,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':94920,'shareInHomeCurrency':38750,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'}]"
"220.00"," 87.72","","2.508","","","2026-03-05","CAD","PEN","","susannaallin04","kristianallin","","","","","","","","","Transfer","","","","","","","","","","SqiNxB2uqaP1NQrZohpuJTCEi5x2","2qZZepJQcJZ9kN0wUZh8xKeSaFx1",""
"400.00"," 162.93","","2.455","","","2026-02-28","CAD","PEN","","egal","kristianallin","","","","","","","","","Transfer","","","","","","","","","","jAoT6CIQr2Nvpcx7t7d0KhKGmlk2","2qZZepJQcJZ9kN0wUZh8xKeSaFx1",""
